,scientific name,taxonomic_id,rank
Ruegeria phage vB_RpoP-V12,Ruegeria phage vB_RpoP-V12,2218611,species
Ruegeria phage vB_RpoP-V13,Ruegeria phage vB_RpoP-V13,2218612,species
Ruegeria phage vB_RpoP-V14,Ruegeria phage vB_RpoP-V14,2218613,species
Ruegeria phage vB_RpoP-V17,Ruegeria phage vB_RpoP-V17,2218614,species
Ruegeria phage vB_RpoP-V21,Ruegeria phage vB_RpoP-V21,2218615,species
Ruegeria phage vB_RpoS-V10,Ruegeria phage vB_RpoS-V10,2218616,species
Ruegeria phage vB_RpoS-V11,Ruegeria phage vB_RpoS-V11,2218617,species
Ruegeria phage vB_RpoS-V16,Ruegeria phage vB_RpoS-V16,2218618,species
Ruegeria phage vB_RpoS-V18,Ruegeria phage vB_RpoS-V18,2218619,species
Ruegeria phage vB_RpoS-V7,Ruegeria phage vB_RpoS-V7,2218620,species
Golden mandarin fish iridovirus,Golden mandarin fish iridovirus,2218652,species
Gyrovirus 10,Gyrovirus 10,2218660,species
Recovirus sp.,Recovirus sp.,2219046,species
Calhevirus 3,Calhevirus 3,2219047,species
Husavirus VSAD,Husavirus VSAD,2219048,species
Husavirus,Husavirus,2219049,genus
Fisavirus,Fisavirus,2219050,genus
Fesavirus,Fesavirus,2219051,genus
Fesa-like virus,Fesa-like virus,2219052,species
Fisa-like virus,Fisa-like virus,2219053,species
Posavirus,Posavirus,2219055,genus
Sclerotinia sclerotiorum deltaflexivirus 2,Sclerotinia sclerotiorum deltaflexivirus 2,2219092,species
Sclerotinia sclerotiorum mycotymovirus 1,Sclerotinia sclerotiorum mycotymovirus 1,2219093,species
Inoviridae sp.,Inoviridae sp.,2219103,species
Griffon vulture papillomavirus,Griffon vulture papillomavirus,2219104,species
Botrytis cinerea hypovirus 1,Botrytis cinerea hypovirus 1,2219105,species
Botrytis cinerea fusarivirus 1,Botrytis cinerea fusarivirus 1,2219106,species
Botrytis cinerea hypovirus 1 satellite-like RNA,Botrytis cinerea hypovirus 1 satellite-like RNA,2219109,species
Botrytis cinerea hypovirus 1 satellite-like RNA-S,Botrytis cinerea hypovirus 1 satellite-like RNA-S,2219110,species
Alces alces faeces associated genomovirus MP111,Alces alces faeces associated genomovirus MP111,2219111,species
Alces alces faeces associated genomovirus MP146,Alces alces faeces associated genomovirus MP146,2219112,species
Alces alces faeces associated genomovirus MP157,Alces alces faeces associated genomovirus MP157,2219113,species
Alces alces faeces associated genomovirus MP43,Alces alces faeces associated genomovirus MP43,2219114,species
Alces alces faeces associated genomovirus MP68,Alces alces faeces associated genomovirus MP68,2219115,species
Alces alces faeces associated genomovirus MP84,Alces alces faeces associated genomovirus MP84,2219116,species
Lepus americanus faeces associated genomovirus SHP11,Lepus americanus faeces associated genomovirus SHP11,2219117,species
Lepus americanus faeces associated genomovirus SHP111,Lepus americanus faeces associated genomovirus SHP111,2219118,species
Lepus americanus faeces associated genomovirus SHP216,Lepus americanus faeces associated genomovirus SHP216,2219119,species
Lepus americanus faeces associated genomovirus SHP7,Lepus americanus faeces associated genomovirus SHP7,2219120,species
Lepus americanus faeces associated genomovirus SHP9,Lepus americanus faeces associated genomovirus SHP9,2219121,species
Lynx canadensis faeces associated genomovirus CL1 128,Lynx canadensis faeces associated genomovirus CL1 128,2219122,species
Lynx canadensis faeces associated genomovirus CL1 148,Lynx canadensis faeces associated genomovirus CL1 148,2219123,species
Lynx canadensis faeces associated genomovirus CL1 46,Lynx canadensis faeces associated genomovirus CL1 46,2219124,species
Lynx canadensis faeces associated genomovirus CL1 48,Lynx canadensis faeces associated genomovirus CL1 48,2219125,species
Lynx canadensis faeces associated genomovirus CL1 58,Lynx canadensis faeces associated genomovirus CL1 58,2219126,species
Lynx canadensis faeces associated genomovirus CL1 71,Lynx canadensis faeces associated genomovirus CL1 71,2219127,species
Lynx canadensis faeces associated genomovirus CL1 74,Lynx canadensis faeces associated genomovirus CL1 74,2219128,species
Lynx canadensis faeces associated genomovirus CL3 128,Lynx canadensis faeces associated genomovirus CL3 128,2219129,species
Lynx canadensis faeces associated genomovirus CL4 128,Lynx canadensis faeces associated genomovirus CL4 128,2219130,species
Lynx canadensis faeces associated genomovirus CL4 71,Lynx canadensis faeces associated genomovirus CL4 71,2219131,species
Lynx canadensis faeces associated genomovirus CL5 48,Lynx canadensis faeces associated genomovirus CL5 48,2219132,species
Alces alces faeces associated microvirus MP10 5560,Alces alces faeces associated microvirus MP10 5560,2219133,species
Alces alces faeces associated microvirus MP11 5517,Alces alces faeces associated microvirus MP11 5517,2219134,species
Alces alces faeces associated microvirus MP12 5423,Alces alces faeces associated microvirus MP12 5423,2219135,species
Alces alces faeces associated microvirus MP15 5067,Alces alces faeces associated microvirus MP15 5067,2219136,species
Alces alces faeces associated microvirus MP18 4940,Alces alces faeces associated microvirus MP18 4940,2219137,species
Alces alces faeces associated microvirus MP21 4718,Alces alces faeces associated microvirus MP21 4718,2219138,species
Alces alces faeces associated microvirus MP3 6497,Alces alces faeces associated microvirus MP3 6497,2219139,species
Lynx canadensis associated microvirus CLP 9366,Lynx canadensis associated microvirus CLP 9366,2219140,species
Lynx canadensis associated microvirus CLP 9413,Lynx canadensis associated microvirus CLP 9413,2219141,species
Alces alces faeces associated smacovirus MP78,Alces alces faeces associated smacovirus MP78,2219142,species
Alces alces faeces associated circular virus MP65,Alces alces faeces associated circular virus MP65,2219143,species
Porcine teschovirus 15,Porcine teschovirus 15,2219164,species
Porcine teschovirus 16,Porcine teschovirus 16,2219165,species
Porcine teschovirus 14,Porcine teschovirus 14,2219166,species
Sapelovirus-like porcine picornavirus Japan,Sapelovirus-like porcine picornavirus Japan,2219167,species
Lepus americanus faeces associated microvirus SHP1 6472,Lepus americanus faeces associated microvirus SHP1 6472,2219217,species
Adomaviridae,Adomaviridae,2219222,family
Arowana adomavirus,Arowana adomavirus,2219223,species
Percid herpesvirus 2,Percid herpesvirus 2,2219644,species
Sparrow deltacoronavirus,Sparrow deltacoronavirus,2219863,species
Yerba mate-associated circular DNA virus 1,Yerba mate-associated circular DNA virus 1,2219873,species
Zambezi tick virus 1,Zambezi tick virus 1,2219899,species
Orthobunyavirus sp.,Orthobunyavirus sp.,2219997,species
Ntwetwe virus,Ntwetwe virus,2219998,species
Sichuan takin enterovirus,Sichuan takin enterovirus,2220002,species
Sichuan takin astrovirus,Sichuan takin astrovirus,2220003,species
Dasyurid herpesvirus 1,Dasyurid herpesvirus 1,2220004,species
Clostridum phage CDHM3,Clostridum phage CDHM3,2228360,species
Clostridum phage CDHM6,Clostridum phage CDHM6,2228361,species
Potato yellow blotch virus,Potato yellow blotch virus,2230887,species
Sigmodontinae hepacivirus,Sigmodontinae hepacivirus,2230895,species
Bark beetle-associated genomovirus 1,Bark beetle-associated genomovirus 1,2230896,species
Bark beetle-associated genomovirus 2,Bark beetle-associated genomovirus 2,2230897,species
Bark beetle-associated genomovirus 3,Bark beetle-associated genomovirus 3,2230898,species
Bark beetle-associated genomovirus 4,Bark beetle-associated genomovirus 4,2230899,species
Bark beetle-associated genomovirus 5,Bark beetle-associated genomovirus 5,2230900,species
Bark beetle-associated genomovirus 6,Bark beetle-associated genomovirus 6,2230901,species
Bark beetle-associated densovirus,Bark beetle-associated densovirus,2230903,species
Aedes anphevirus,Aedes anphevirus,2230910,species
Parapoxvirus sp.,Parapoxvirus sp.,2231327,species
Salmonella phage S100,Salmonella phage S100,2231334,species
Salmonella phage S101,Salmonella phage S101,2231335,species
Salmonella phage S102,Salmonella phage S102,2231336,species
Salmonella phage S103,Salmonella phage S103,2231337,species
Salmonella phage S104,Salmonella phage S104,2231338,species
Salmonella phage S106,Salmonella phage S106,2231339,species
Salmonella phage S107,Salmonella phage S107,2231340,species
Salmonella phage S111,Salmonella phage S111,2231341,species
Salmonella phage S113,Salmonella phage S113,2231342,species
Salmonella phage S114,Salmonella phage S114,2231343,species
Salmonella phage S115,Salmonella phage S115,2231344,species
Salmonella phage S116,Salmonella phage S116,2231345,species
Salmonella phage S117,Salmonella phage S117,2231346,species
Salmonella phage S118,Salmonella phage S118,2231347,species
Salmonella phage S119,Salmonella phage S119,2231348,species
Salmonella phage S120,Salmonella phage S120,2231349,species
Salmonella phage S123,Salmonella phage S123,2231350,species
Salmonella phage S124,Salmonella phage S124,2231351,species
Salmonella phage S126,Salmonella phage S126,2231352,species
Salmonella phage S130,Salmonella phage S130,2231353,species
Salmonella phage S131,Salmonella phage S131,2231354,species
Salmonella phage S132,Salmonella phage S132,2231355,species
Salmonella phage S133,Salmonella phage S133,2231356,species
Salmonella phage S134,Salmonella phage S134,2231357,species
Salmonella phage S135,Salmonella phage S135,2231358,species
Salmonella phage S137,Salmonella phage S137,2231359,species
Salmonella phage S138,Salmonella phage S138,2231360,species
Salmonella phage S142,Salmonella phage S142,2231361,species
Salmonella phage S147,Salmonella phage S147,2231362,species
Sesame yellow mosaic virus,Sesame yellow mosaic virus,2231646,species
Hollyhock leaf curl alphasatellite,Hollyhock leaf curl alphasatellite,2231665,species
Sclerotinia sclerotiorum mitovirus 1 HC025-A,Sclerotinia sclerotiorum mitovirus 1 HC025-A,2231666,species
Sclerotinia sclerotiorum mitovirus 1-A,Sclerotinia sclerotiorum mitovirus 1-A,2231667,species
Sclerotinia sclerotiorum mitovirus 1-A2,Sclerotinia sclerotiorum mitovirus 1-A2,2231668,species
Sclerotinia sclerotiorum mitovirus 10-A,Sclerotinia sclerotiorum mitovirus 10-A,2231669,species
Sclerotinia sclerotiorum mitovirus 11-A,Sclerotinia sclerotiorum mitovirus 11-A,2231670,species
Sclerotinia sclerotiorum mitovirus 12-A,Sclerotinia sclerotiorum mitovirus 12-A,2231671,species
Sclerotinia sclerotiorum mitovirus 14-A,Sclerotinia sclerotiorum mitovirus 14-A,2231672,species
Sclerotinia sclerotiorum mitovirus 17-A,Sclerotinia sclerotiorum mitovirus 17-A,2231673,species
Sclerotinia sclerotiorum mitovirus 19-A,Sclerotinia sclerotiorum mitovirus 19-A,2231674,species
Sclerotinia sclerotiorum mitovirus 2-A,Sclerotinia sclerotiorum mitovirus 2-A,2231675,species
Sclerotinia sclerotiorum mitovirus 24,Sclerotinia sclerotiorum mitovirus 24,2231676,species
Sclerotinia sclerotiorum mitovirus 25,Sclerotinia sclerotiorum mitovirus 25,2231677,species
Sclerotinia sclerotiorum mitovirus 26,Sclerotinia sclerotiorum mitovirus 26,2231678,species
Sclerotinia sclerotiorum mitovirus 27,Sclerotinia sclerotiorum mitovirus 27,2231679,species
Sclerotinia sclerotiorum mitovirus 28,Sclerotinia sclerotiorum mitovirus 28,2231680,species
Sclerotinia sclerotiorum mitovirus 29,Sclerotinia sclerotiorum mitovirus 29,2231681,species
Sclerotinia sclerotiorum mitovirus 30,Sclerotinia sclerotiorum mitovirus 30,2231682,species
Sclerotinia sclerotiorum mitovirus 31,Sclerotinia sclerotiorum mitovirus 31,2231683,species
Sclerotinia sclerotiorum mitovirus 32,Sclerotinia sclerotiorum mitovirus 32,2231684,species
Sclerotinia sclerotiorum mitovirus 33,Sclerotinia sclerotiorum mitovirus 33,2231685,species
Sclerotinia sclerotiorum mitovirus 34-A,Sclerotinia sclerotiorum mitovirus 34-A,2231686,species
Sclerotinia sclerotiorum mitovirus 4-A,Sclerotinia sclerotiorum mitovirus 4-A,2231687,species
Sclerotinia sclerotiorum mitovirus 5-A,Sclerotinia sclerotiorum mitovirus 5-A,2231688,species
Sclerotinia sclerotiorum mitovirus 6-A,Sclerotinia sclerotiorum mitovirus 6-A,2231689,species
Sclerotinia sclerotiorum mitovirus 6-A2,Sclerotinia sclerotiorum mitovirus 6-A2,2231690,species
Sclerotinia sclerotiorum mitovirus 7-A,Sclerotinia sclerotiorum mitovirus 7-A,2231691,species
Sclerotinia sclerotiorum mitovirus 7-A2,Sclerotinia sclerotiorum mitovirus 7-A2,2231692,species
Sclerotinia sclerotiorum mitovirus 8-A,Sclerotinia sclerotiorum mitovirus 8-A,2231693,species
Sclerotinia sclerotiorum mitovirus 9-A,Sclerotinia sclerotiorum mitovirus 9-A,2231694,species
Sclerotinia sclerotiorum endornavirus 1-A,Sclerotinia sclerotiorum endornavirus 1-A,2231695,species
Sclerotinia sclerotiorum endornavirus 3,Sclerotinia sclerotiorum endornavirus 3,2231696,species
Sclerotinia sclerotiorum endornavirus 4,Sclerotinia sclerotiorum endornavirus 4,2231697,species
Sclerotinia sclerotiorum endornavirus 5,Sclerotinia sclerotiorum endornavirus 5,2231698,species
Sclerotinia sclerotiorum endornavirus 6,Sclerotinia sclerotiorum endornavirus 6,2231699,species
Sclerotinia sclerotiorum endornavirus 7,Sclerotinia sclerotiorum endornavirus 7,2231700,species
Sclerotinia sclerotiorum endornavirus 2-A,Sclerotinia sclerotiorum endornavirus 2-A,2231701,species
Sclerotinia sclerotiorum botybirnavirus 3,Sclerotinia sclerotiorum botybirnavirus 3,2231703,species
Sclerotinia sclerotiorum negative-stranded RNA virus 1-A,Sclerotinia sclerotiorum negative-stranded RNA virus 1-A,2231705,species
Sclerotinia sclerotiorum negative-stranded RNA virus 2-A,Sclerotinia sclerotiorum negative-stranded RNA virus 2-A,2231706,species
Sclerotinia sclerotiorum negative-stranded RNA virus 3-A,Sclerotinia sclerotiorum negative-stranded RNA virus 3-A,2231707,species
Sclerotinia sclerotiorum negative-stranded RNA virus 4-A,Sclerotinia sclerotiorum negative-stranded RNA virus 4-A,2231708,species
Sclerotinia sclerotiorum negative-stranded RNA virus 7,Sclerotinia sclerotiorum negative-stranded RNA virus 7,2231710,species
Sclerotinia sclerotiorum negative-stranded RNA virus 8,Sclerotinia sclerotiorum negative-stranded RNA virus 8,2231711,species
Sclerotinia sclerotiorum negative-stranded RNA virus 8-A,Sclerotinia sclerotiorum negative-stranded RNA virus 8-A,2231712,species
Sclerotinia sclerotiorum tymo-like RNA virus 2,Sclerotinia sclerotiorum tymo-like RNA virus 2,2231713,species
Sclerotinia sclerotiorum tymo-like RNA virus 3,Sclerotinia sclerotiorum tymo-like RNA virus 3,2231714,species
Sclerotinia sclerotiorum tymo-like RNA virus 4,Sclerotinia sclerotiorum tymo-like RNA virus 4,2231715,species
Sclerotinia sclerotiorum tymo-like RNA virus 5,Sclerotinia sclerotiorum tymo-like RNA virus 5,2231716,species
Sclerotinia sclerotiorum tymo-like RNA virus 6,Sclerotinia sclerotiorum tymo-like RNA virus 6,2231717,species
Sclerotinia sclerotiorum hypovirus 1-A,Sclerotinia sclerotiorum hypovirus 1-A,2231755,species
Sclerotinia sclerotiorum hypovirus 3,Sclerotinia sclerotiorum hypovirus 3,2231756,species
Sclerotinia sclerotiorum hypovirus 4,Sclerotinia sclerotiorum hypovirus 4,2231757,species
Sclerotinia sclerotiorum victorivirus 1,Sclerotinia sclerotiorum victorivirus 1,2231763,species
Sclerotinia sclerotiorum partitivirus 3,Sclerotinia sclerotiorum partitivirus 3,2231769,species
Sclerotinia sclerotiorum umbra-like virus 2,Sclerotinia sclerotiorum umbra-like virus 2,2231770,species
Sclerotinia sclerotiorum umbra-like virus 3,Sclerotinia sclerotiorum umbra-like virus 3,2231771,species
Sclerotinia sclerotiorum partitivirus 2,Sclerotinia sclerotiorum partitivirus 2,2231772,species
Sclerotinia sclerotiorum ourmia-like virus 1-A,Sclerotinia sclerotiorum ourmia-like virus 1-A,2231773,species
Sclerotinia sclerotiorum ourmia-like virus 3,Sclerotinia sclerotiorum ourmia-like virus 3,2231774,species
Sclerotinia sclerotiorum tetramycovirus-1,Sclerotinia sclerotiorum tetramycovirus-1,2231775,species
Duck adenovirus 3,Duck adenovirus 3,2233538,species
Enterococcus phage LY0323,Enterococcus phage LY0323,2233540,species
Escherichia phage vB_EcoP_S523,Escherichia phage vB_EcoP_S523,2233775,species
Soybean yellow shoot virus,Soybean yellow shoot virus,2233870,species
Escherichia phage LL5,Escherichia phage LL5,2233992,species
Escherichia phage LL12,Escherichia phage LL12,2233993,species
Gordonia phage Nedarya,Gordonia phage Nedarya,2234025,species
Mycobacterium phage Derek,Mycobacterium phage Derek,2234026,species
Mycobacterium phage Erk16,Mycobacterium phage Erk16,2234027,species
Mycobacterium phage Hookmount,Mycobacterium phage Hookmount,2234028,species
Mycobacterium phage Koella,Mycobacterium phage Koella,2234029,species
Mycobacterium phage Mortcellus,Mycobacterium phage Mortcellus,2234030,species
Mycobacterium phage ParkTD,Mycobacterium phage ParkTD,2234031,species
Mycobacterium phage Phleuron,Mycobacterium phage Phleuron,2234032,species
