scientific_name,taxonomic_id,rank,atacama_desert___id_10360,hawaii_volcanic_soil___id_1579,panama_soil___id_1716,canadian_metamicrobiome___id_632,serpentinite_hosted_microbiome___id_713,polluted_polar_coastal_sediments___id_1198,mcmurdo_lakes___id_638,great_lake_microbiome___id_1041,global_coral_microbiome_project___id_10895,tara_counts,vulcano_counts,polar_counts,phyllo_counts,panama_counts,lakes_counts,hawaii_counts,costa_counts,air_counts,arabic_counts,thar_counts,antarctic_counts,virus_name,virus_lineage,kegg_genome,kegg_disease,disease,host_name,host_lineage,sample_type,microbe_id,gram_stain,human_disease_causing,antimicrobial_susceptibility,optimal_temperature,extreme_environment,biofilm_forming,optimal_ph,animal_pathogen,spore_forming,pathogenicity,plant_pathogen
Streptomyces virus TP1604,1982746,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces virus YDN12,1982747,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces virus Zemlya,1982892,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces virus phiBT1,225588,species,,,,,,,,,,,,,,,,,,,,,,Streptomyces virus phiBT1,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phic31virus",,,,Streptomyces lividans,Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces,,,,,,,,,,,,,
Streptomyces virus phiC31,10719,species,,,,,,,,,,,,,,,,,,,,,,Streptomyces virus phiC31,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phic31virus",,,,"Streptomyces, Streptomyces coelicolor","Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces; Streptomyces albidoflavus group, Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae",,,,,,,,,,,,,
Streptomyces virus phiCAM,1982883,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces virus phiHau3,1982895,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stretch Lagoon orbivirus,559180,species,,,,,,,,,,,,,,,,,,,,,,Stretch Lagoon orbivirus,Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus; unclassified Orbivirus,,,,Culex annulirostris,Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Culicini; Culex; Culex,,1500.0,,Maybe,,,Mesophiles,,,Sometimes,,,Maybe Not
Strigid herpesvirus 1,2171489,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Striped dolphin herpesvirus,768113,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Striped jack nervous necrosis virus,35297,species,,,,,,,,,,,,,,,,,,,,,,Striped jack nervous necrosis virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nodaviridae; Betanodavirus",,,,"Epinephelus akaara, Dicentrarchus labrax, Hippoglossus hippoglossus, Oplegnathus fasciatus, Lates calcarifer","Eukaryota; Metazoa; Chordata; Craniata; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Euteleosteomorpha; Centropomidae; Lates, Eukaryota; Metazoa; Chordata; Craniata; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Euteleosteomorpha; Moronidae; Dicentrarchus, Eukaryota; Metazoa; Chordata; Craniata; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Euteleosteomorpha; Pleuronectiformes; Pleuronectoidei; Pleuronectidae; Hippoglossus, Eukaryota; Metazoa; Chordata; Craniata; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Euteleosteomorpha; Centrarchiformes; Terapontoidei; Oplegnathidae; Oplegnathus, Eukaryota; Metazoa; Chordata; Craniata; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Euteleosteomorpha; Perciformes; Serranoidei; Serranidae; Epinephelinae; Epinephelini; Epinephelus",,,,,,,,,,,,,
Striped trumpeter nervous necrosis virus,464942,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Striwavirus,2501971,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strix uralensis herpesvirus,2489503,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sturgeon ichtadenovirus A,691958,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sturgeon iridovirus,2315220,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sturnira lilium adenovirus,2211155,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sturnira lilium polyomavirus 1,1606500,species,,,,,,,,,,,,,,,,,,,,,,Sturnira lilium polyomavirus 1,"Viruses; dsDNA viruses, no RNA stage; Polyomaviridae; Alphapolyomavirus",,,,Sturnira lilium,Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Chiroptera; Microchiroptera; Phyllostomidae; Stenodermatinae; Sturnira,,,,,,,,,,,,,
Stx converting phage vB_EcoS_P22,1792286,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stx converting phage vB_EcoS_P27,1792287,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stx converting phage vB_EcoS_P32,1792288,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stx converting phage vB_EcoS_ST2-8624,1792289,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stx1 converting phage AU5Stx1,1855815,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stx1 converting phage AU6Stx1,1855816,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stx1-converting phage phi-O153,305853,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stx2-converting phage 1717,563769,species,,,,,,,,,,,,,,,,,,,,,,Stx2-converting phage 1717,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",,,,Escherichia coli O157:H7,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,,,,,,,,,,,,,
Stx2-converting phage 86,379329,species,,,,,,,,,,,,,,,,,,,,,,Stx2-converting phage 86,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Sepvirinae; Nona33virus; unclassified Nona33virus",,,,Escherichia coli,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,,,,,,,,,,,,,
Stx2-converting phage Stx2a 981509,2571131,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stx2-converting phage Stx2a F578,2571132,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stx2-converting phage Stx2a_1447,1226259,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stx2-converting phage Stx2a_F349,1226253,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stx2-converting phage Stx2a_F451,1226255,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stx2-converting phage Stx2a_F723,1226256,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stx2-converting phage Stx2a_F765,1226257,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stx2-converting phage Stx2a_WGPS2,1226260,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stx2-converting phage Stx2a_WGPS4,1226261,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stx2-converting phage Stx2a_WGPS6,1226262,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stx2-converting phage Stx2a_WGPS8,1226263,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stx2-converting phage Stx2a_WGPS9,1226258,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stx2-converting phage Stx2c_1447,2571134,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stx2-converting phage Stx2c_F349,2571133,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stx2-converting phage Stx2c_WGPS2,2571135,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stx2-converting phage Stx2c_WGPS4,2571136,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stx2-converting phage Stx2c_WGPS6,2571137,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stx2-converting phage Stx2c_WGPS8,2571138,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stygiolobus rod-shaped virus,537009,species,,,,,,,,,,,,,,,,,,,,,,Stygiolobus rod-shaped virus,"Viruses; dsDNA viruses, no RNA stage; Ligamenvirales; Rudiviridae; Rudivirus; unclassified Rudivirus",,,,Stygiolobus,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae,,,,,,,,,,,,,
Suakwa aphid-borne yellows virus,646010,species,,,,,,,,,,,,,,,,,,,,,,Suakwa aphid-borne yellows virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Luteoviridae; Polerovirus",,,,Luffa aegyptiaca,Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Cucurbitales; Cucurbitaceae; Sicyoeae; Luffa,,,,,,,,,,,,,
Subclovsatellite,2169632,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subterranean clover mottle virus,12472,species,,,,,,,,,,,,,,,,,,,,,,Subterranean clover mottle virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Solemoviridae; Sobemovirus",,,,Trifolium subterraneum,Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Fabales; Fabaceae; Papilionoideae; Trifolieae; Trifolium,,4829.0,Negative,,,,Mesophiles,,,,,,Sometimes
Subterranean clover mottle virus satellite RNA,195063,species,,,,,,,,,,,,,,,,,,,,,,Subterranean clover mottle virus satellite RNA,Viruses; Satellites; Satellite Nucleic Acids; Single stranded RNA satellites; Circular single stranded RNA satellites,,,,,,,416.0,,Maybe,,,,,,,,,Sometimes
Subterranean clover stunt C2 alphasatellite,1458458,species,,,,,,,,,,,,,,,,,,,,,,Subterranean clover stunt C2 alphasatellite,Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; Alphasatellitidae; Nanoalphasatellitinae; unclassified Babu- and nanovirus-associated alphasatellites,,,,Trifolium subterraneum,Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Fabales; Fabaceae; Papilionoideae; Trifolieae; Trifolium,,,,,,,,,,,,,
Subterranean clover stunt alphasatellite 1,2170220,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subterranean clover stunt alphasatellite 2,2169838,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subterranean clover stunt virus,36772,species,,,,,,,,,,,,,,,,,,,,,,Subterranean clover stunt virus,Viruses; ssDNA viruses; Nanoviridae; Nanovirus,,,,"Trifolium subterraneum, Trifolium cernuum",Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Fabales; Fabaceae; Papilionoideae; Trifolieae; Trifolium,,3857.0,,,,,,,,Maybe Not,,,Sometimes
Sucra jujuba nucleopolyhedrovirus,1563660,species,,,,,,,,,,,,,,,,,,,,,,Sucra jujuba nucleopolyhedrovirus,"Viruses; dsDNA viruses, no RNA stage; Baculoviridae; Alphabaculovirus",,,,"Sucra jujuba, Geometridae","Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Geometroidea, Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Geometroidea; Geometridae; Ennominae; Sucra",,,,,,,,,,,,,
Sudan ebolavirus,186540,species,,,,,,,,,,,,,,,,,,,,,,Sudan ebolavirus,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus,T40014,H00283,Ebola disease; Ebola hemorrhagic fever,"Myonycteris torquata, Homo sapiens, Epomops franqueti","Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Chiroptera; Megachiroptera; Pteropodidae; Pteropodinae; Epomophorini; Epomops, Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo, Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Chiroptera; Megachiroptera; Pteropodidae; Pteropodinae; Myonycterini; Myonycteris",,4867.0,,Maybe,,,Mesophiles,,,Sometimes,,,Maybe Not
Sudan watermelon mosaic virus,2018312,species,,,,,,,,,,,,,,,,,,,,,,Sudan watermelon mosaic virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus; unclassified Potyvirus",,,,Cucumis melo var. flexuosus,Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Cucurbitales; Cucurbitaceae; Benincaseae; Cucumis; Cucumis melo; Cucumis melo subsp. melo,,,,,,,,,,,,,
Suffolk mivirus,2507317,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugar beet cyst nematode virus 1,1965225,species,,,,,,,,,,,,,,,,,,,,,,Sugar beet cyst nematode virus 1,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; unclassified Picornavirales",,,,Beta vulgaris subsp. vulgaris,Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Chenopodiaceae; Betoideae; Beta; Beta vulgaris,,,,,,,,,,,,,
Sugar beet cyst nematode virus 2,1958808,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane bacilliform Guadeloupe A virus,1960252,species,,,,,,,,,,,,,,,,,,,,,,Sugarcane bacilliform Guadeloupe A virus,Viruses; Ortervirales; Caulimoviridae; Badnavirus,,,,"Saccharum officinarum, Saccharum hybrid cultivar",Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Poales; Poaceae; Panicoideae; Andropogoneae; Saccharinae; Saccharum,,,,,,,,,,,,,
Sugarcane bacilliform Guadeloupe D virus,1960253,species,,,,,,,,,,,,,,,,,,,,,,Sugarcane bacilliform Guadeloupe D virus,Viruses; Ortervirales; Caulimoviridae; Badnavirus,,,,"Saccharum officinarum, Saccharum hybrid cultivar",Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Poales; Poaceae; Panicoideae; Andropogoneae; Saccharinae; Saccharum,,,,,,,,,,,,,
Sugarcane bacilliform IM virus,362398,species,,,,,,,,,,,,,,,,,,,,,,Sugarcane bacilliform IM virus,Viruses; Ortervirales; Caulimoviridae; Badnavirus,,,,"Saccharum barberi, Saccharum sinense, Saccharum officinarum, Saccharum hybrid cultivar, Saccharum robustum",Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Poales; Poaceae; Panicoideae; Andropogoneae; Saccharinae; Saccharum,,1886.0,,Maybe,,,Mesophiles,,,Maybe Not,,,Sometimes
Sugarcane bacilliform MO virus,362399,species,,,,,,,,,,,,,,,,,,,,,,Sugarcane bacilliform MO virus,Viruses; Ortervirales; Caulimoviridae; Badnavirus,,,,"Musa acuminata, Oryza sativa","Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Poales; Poaceae; Oryzoideae; Oryzeae; Oryzinae; Oryza, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Zingiberales; Musaceae; Musa",,3293.0,,Maybe,,,Mesophiles,,,Maybe Not,,,Sometimes
Sugarcane bacilliform virus,12435,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625.0,,Maybe,,,Mesophiles,,,Maybe Not,,,Sometimes
Sugarcane chlorotic streak virus,1919062,species,,,,,,,,,,,,,,,,,,,,,,Sugarcane chlorotic streak virus,Viruses; ssDNA viruses; Geminiviridae; Mastrevirus,,,,Saccharum officinarum,Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Poales; Poaceae; Panicoideae; Andropogoneae; Saccharinae; Saccharum,,,,,,,,,,,,,
Sugarcane mosaic virus,12224,species,,,,,,,,,,,,,,,,,,,,,,Sugarcane mosaic virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus",T40203,,,"Zea mays subsp. mays, Zea mays","Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Poales; Poaceae; Panicoideae; Andropogoneae; Tripsacinae; Zea, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Poales; Poaceae; Panicoideae; Andropogoneae; Tripsacinae; Zea; Zea mays",,3825.0,,Maybe,,31.5,Mesophiles,,,Maybe Not,,,Sometimes
Sugarcane streak Egypt virus,71548,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.0,,Maybe,Maybe Not,,Mesophiles,,,Maybe Not,,,Sometimes
Sugarcane streak Reunion virus,78395,species,,,,,,,,,,,,,,,,,,,,,,Sugarcane streak Reunion virus,Viruses; ssDNA viruses; Geminiviridae; Mastrevirus,,,,"Saccharum officinarum, Saccharum hybrid cultivar",Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Poales; Poaceae; Panicoideae; Andropogoneae; Saccharinae; Saccharum,,7124.0,,Maybe,Maybe Not,,Mesophiles,,,Maybe Not,,,Sometimes
Sugarcane streak mosaic virus,53954,species,,,,,,,,,,,,,,,,,,,,,,Sugarcane streak mosaic virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Poacevirus",,,,Saccharum sp.,Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Poales; Poaceae; Panicoideae; Andropogoneae; Saccharinae; Saccharum,,4889.0,,,,,,,,,,,Sometimes
Sugarcane streak virus,10836,species,,,,,,,,,,,,,,,,,,,,,,Sugarcane streak virus,Viruses; ssDNA viruses; Geminiviridae; Mastrevirus,,,,"Saccharum officinarum, Cenchrus echinatus","Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Poales; Poaceae; Panicoideae; Paniceae; Cenchrinae; Cenchrus, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Poales; Poaceae; Panicoideae; Andropogoneae; Saccharinae; Saccharum",,4219.0,,Maybe,Maybe Not,,Mesophiles,,,Maybe Not,,,Sometimes
Sugarcane striate mosaic-associated virus,167927,species,,,,,,,,,,,,,,,,,,,,,,Sugarcane striate mosaic-associated virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Betaflexiviridae; unassigned Betaflexiviridae",,,,"Saccharum officinarum, Saccharum hybrid cultivar",Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Poales; Poaceae; Panicoideae; Andropogoneae; Saccharinae; Saccharum,,,,,,,,,,,,,
Sugarcane striate virus,1868659,species,,,,,,,,,,,,,,,,,,,,,,Sugarcane striate virus,Viruses; ssDNA viruses; Geminiviridae; Mastrevirus,,,,Saccharum officinarum,Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Poales; Poaceae; Panicoideae; Andropogoneae; Saccharinae; Saccharum,,,,,,,,,,,,,
Sugarcane white streak virus,1492296,species,,,,,,,,,,,,,,,,,,,,,,Sugarcane white streak virus,Viruses; ssDNA viruses; Geminiviridae; Mastrevirus,,,,"Saccharum officinarum, Saccharum hybrid cultivar",Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Poales; Poaceae; Panicoideae; Andropogoneae; Saccharinae; Saccharum,,,,,,,,,,,,,
Sugarcane yellow leaf virus,94290,species,,,,,,,,,,,,,,,,,,,,,,Sugarcane yellow leaf virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Luteoviridae; Polerovirus",,,,"Saccharum officinarum, Saccharum hybrid cultivar, Saccharum sp., Saccharum","Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Poales; Poaceae; Panicoideae; Andropogoneae; Saccharinae; Saccharum, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Poales; Poaceae; Panicoideae; Andropogoneae; Saccharinae",,1535.0,,Maybe,,,Mesophiles,Never,,,Never,,
Sugarlandvirus,2560233,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suid alphaherpesvirus 1,10345,species,,,,,,,,,,,,,,,,,,,,,,Suid alphaherpesvirus 1,"Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Alphaherpesvirinae; Varicellovirus",,,,Sus scrofa,Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Suina; Suidae; Sus,,,,,,,,,,,,,
Suid betaherpesvirus 2,1608255,species,,,,,,,,,,,,,,,,,,,,,,Suid betaherpesvirus 2,"Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Betaherpesvirinae",,,,Sus scrofa,Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Suina; Suidae; Sus,,,,,,,,,,,,,
Suid gammaherpesvirus 3,1960249,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suid gammaherpesvirus 4,1960250,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suid gammaherpesvirus 5,1960251,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suiformes rhadinovirus genogroup 1,379730,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suipoxvirus,10275,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi tortoise adenovirus 1,461347,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulfitobacter phage EE36phi1,490913,species,,,,,,,,,,,,,,,,,,,,,,Sulfitobacter phage EE36phi1,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; unclassified Podoviridae",,,,Sulfitobacter sp. EE-36,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Sulfitobacter,,1106.0,,,,,Mesophiles,Never,,Maybe Not,Never,,Maybe Not
Sulfitobacter phage NYA-2014a,1526550,species,,,,,,,,,,,,,,,,,,,,,,Sulfitobacter phage NYA-2014a,"Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages",,,,Sulfitobacter sp. CB2047,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Sulfitobacter,,,,,,,,,,,,,
Sulfitobacter phage pCB2047-A,754045,species,,,,,,,,,,,,,,,,,,,,,,Sulfitobacter phage pCB2047-A,"Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages",,,,Sulfitobacter sp. CB2047,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Sulfitobacter,,,,,,,,,,,,,
Sulfitobacter phage pCB2047-C,754043,species,,,,,,,,,,,,,,,,,,,,,,Sulfitobacter phage pCB2047-C,"Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages",,,,Sulfitobacter sp. CB2047,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Sulfitobacter,,,,,,,,,,,,,
Sulfitobacter phage phiCB2047-B,754046,species,,,,,,,,,,,,,,,,,,,,,,Sulfitobacter phage phiCB2047-B,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; unclassified Podoviridae",,,,Sulfitobacter sp. CB2047,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Sulfitobacter,,,,,,,,,,,,,
Sulfolobales Beppu filamentous virus 1,2493122,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulfolobales Beppu filamentous virus 2,2493123,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulfolobales Beppu filamentous virus 3,2493124,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulfolobales Beppu rod-shaped virus 1,2493121,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulfolobales Beppu virus 1,2493126,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulfolobales Mexican fusellovirus 1,1298531,species,,,,,,,,,,,,,,,,,,,,,,Sulfolobales Mexican fusellovirus 1,"Viruses; dsDNA viruses, no RNA stage; Fuselloviridae; unclassified Fuselloviridae",,,,Sulfolobales,Archaea; Crenarchaeota; Thermoprotei,,5867.0,,,,,,Never,,,Never,,
Sulfolobales Mexican rudivirus 1,1245909,species,,,,,,,,,,,,,,,,,,,,,,Sulfolobales Mexican rudivirus 1,"Viruses; dsDNA viruses, no RNA stage; Ligamenvirales; Rudiviridae; Rudivirus; unclassified Rudivirus",,,,Sulfolobales,Archaea; Crenarchaeota; Thermoprotei,,7266.0,,Maybe,,65.0,Extremophile,,3.6,,,,
Sulfolobales Virus YNP2,1732180,species,,,,,,,,,,,,,,,,,,,,,,Sulfolobales Virus YNP2,"Viruses; dsDNA viruses, no RNA stage; unclassified archaeal dsDNA viruses",,,,Sulfolobales,Archaea; Crenarchaeota; Thermoprotei,,,,,,,,,,,,,
Sulfolobales virus YNP1,1732179,species,,,,,,,,,,,,,,,,,,,,,,Sulfolobales virus YNP1,"Viruses; dsDNA viruses, no RNA stage; unclassified archaeal dsDNA viruses",,,,Sulfolobales,Archaea; Crenarchaeota; Thermoprotei,,,,,,,,,,,,,
Sulfolobus alphaportoglobovirus 1,2169571,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulfolobus ellipsoid virus 1,2056194,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulfolobus filamentous virus 1,2304198,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
